class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.3832217454910278,0.2020425945520401,-0.4440702497959137,0.9997677206993104,0.3907702267169952,0.1814160048961639,-0.4855790138244629,0.9994879961013794,0.4005908966064453,0.1785009205341339,-0.4855696856975555,0.999644935131073,0.409457266330719,0.1750015914440155,-0.4856284260749817,0.9996610879898072,0.3730033934116363,0.1853130608797073,-0.4181486964225769,0.999378263950348,0.3691082000732422,0.1853478401899337,-0.4181329309940338,0.9993054866790771,0.3656231760978699,0.1853035241365432,-0.4183046221733093,0.9992313981056212,0.4509894251823425,0.1668508499860763,-0.5137985348701477,0.9996989369392396,0.3949313163757324,0.1800612658262252,-0.1847070753574371,0.9986912608146667,0.4169418513774872,0.212237000465393,-0.4329268634319305,0.9998565316200256,0.3992665708065033,0.2167151272296905,-0.3424792289733886,0.9995659589767456,0.6107910871505737,0.2404047101736068,-0.5889553427696228,0.9999901056289672,0.3854202330112457,0.2641359269618988,0.0866158083081245,0.9998154044151306,0.6286823749542236,0.3824177384376526,-0.5859803557395935,0.9967722296714784,0.3283101916313171,0.3901999890804291,0.2655018866062164,0.6460698246955872,0.5389047861099243,0.5098093152046204,-0.5868875980377197,0.9892821311950684,0.3200569152832031,0.4963658452033996,0.1773085445165634,0.7344129681587219,0.5324395895004272,0.5449702143669128,-0.6486883163452148,0.9795482158660888,0.3115929365158081,0.5295090079307556,0.1609381139278412,0.6516516804695129,0.4940872192382812,0.5397694110870361,-0.683658242225647,0.979227900505066,0.3242140710353851,0.5273868441581726,0.091400109231472,0.6602299809455872,0.4874782562255859,0.5295897722244263,-0.5909492373466492,0.9695648550987244,0.3329862356185913,0.5168346762657166,0.1435373574495315,0.6612975597381592,0.5779293775558472,0.5104693174362183,-0.2199739068746566,0.9997549653053284,0.4351484477519989,0.5123351216316223,0.2198985368013382,0.999245822429657,0.5909733176231384,0.6828574538230896,-0.3291969299316406,0.9951441287994384,0.4289689660072326,0.6672099828720093,0.4481034874916076,0.888279378414154,0.6294889450073242,0.8628411889076233,-0.2871330082416534,0.9921828508377076,0.4011231362819671,0.8094444870948792,0.7696465253829956,0.900151252746582,0.6611540913581848,0.8911935091018677,-0.3007604777812958,0.9137368202209472,0.426466554403305,0.8366839289665222,0.7901135683059692,0.7946555614471436,0.5328015685081482,0.9288149476051332,-0.6049306392669678,0.9861270189285278,0.2810134291648865,0.8546947836875916,0.6486494541168213,0.9287539720535278
up,0.3701701462268829,0.190971627831459,-0.5364179611206055,0.9997800588607788,0.378684788942337,0.1708985567092895,-0.5822963118553162,0.9995174407958984,0.3879485726356506,0.167702242732048,-0.5824054479598999,0.9996715188026428,0.3987880051136017,0.1641415655612945,-0.582537055015564,0.9996908903121948,0.3581595718860626,0.1749765276908874,-0.5066250562667847,0.999409317970276,0.3531484603881836,0.1752865016460418,-0.506597101688385,0.9993130564689636,0.3491878807544708,0.1753880977630615,-0.506737232208252,0.9991863369941713,0.4444968402385711,0.1593613177537918,-0.6034877896308899,0.999765694141388,0.3810442388057709,0.1727500259876251,-0.2502074837684631,0.9985707998275756,0.407617837190628,0.2037899941205978,-0.5263849496841431,0.9998534321784972,0.3827932476997375,0.2073314040899276,-0.4246083498001098,0.9995146989822388,0.5978038907051086,0.2363335043191909,-0.6735954880714417,0.9999938011169434,0.3866345286369324,0.2640934884548187,0.0761034712195396,0.9996767044067384,0.5991266369819641,0.3840525150299072,-0.6750935316085815,0.9970271587371826,0.375959038734436,0.4016104936599731,0.2842102348804474,0.4010790288448334,0.5409290194511414,0.5118747353553772,-0.6418508291244507,0.9893600344657898,0.3357259035110473,0.5030919313430786,0.1545278877019882,0.5556230545043945,0.5348377227783203,0.5487775802612305,-0.7028567790985107,0.9803771376609802,0.3264943361282348,0.5332270860671997,0.1349252015352249,0.4960032701492309,0.497415691614151,0.5453200936317444,-0.7489671111106873,0.9798625111579896,0.3293789625167846,0.531696081161499,0.0447090864181518,0.5067522525787354,0.4930789172649383,0.5336397290229797,-0.6489447951316833,0.9696722030639648,0.3371450006961822,0.5235678553581238,0.1099856793880462,0.5043706297874451,0.5725571513175964,0.5096821784973145,-0.225235641002655,0.9997879266738892,0.429472267627716,0.5127765536308289,0.2253239899873733,0.9992687106132508,0.5887563824653625,0.6836034655570984,-0.3594984710216522,0.9953687787055968,0.4256358444690704,0.6674535274505615,0.5157400965690613,0.9093891382217408,0.6287418007850647,0.8629992604255676,-0.3114499747753143,0.9938092827796936,0.4003380239009857,0.8100644946098328,0.909665048122406,0.9288457036018372,0.6607037782669067,0.8903937935829163,-0.3276979625225067,0.918830156326294,0.4258691370487213,0.8369916081428528,0.9339792132377625,0.8391768932342529,0.531191349029541,0.929268479347229,-0.6733964085578918,0.9894099235534668,0.2798883616924286,0.8545949459075928,0.7812463045120239,0.9498578906059264
up,0.370130717754364,0.190747931599617,-0.527946949005127,0.9997759461402892,0.3786771595478058,0.1706586480140686,-0.5727173686027527,0.9995076656341552,0.3879515528678894,0.1674659699201584,-0.5728272795677185,0.9996649026870728,0.3987918496131897,0.1639436334371566,-0.5729568004608154,0.9996848106384276,0.3580833971500397,0.1747646182775497,-0.4976945519447326,0.9993979930877686,0.3530134260654449,0.1750783026218414,-0.4976666867733001,0.999298095703125,0.3490002751350403,0.1751889586448669,-0.4978104829788208,0.9991652369499208,0.4444664418697357,0.1593100279569625,-0.5951727032661438,0.9997626543045044,0.380504310131073,0.172681912779808,-0.2425058484077453,0.9985291957855223,0.4075649678707123,0.2036087960004806,-0.5174275040626526,0.999850571155548,0.3826274573802948,0.2071118652820587,-0.4164568781852722,0.9995045065879822,0.5977343320846558,0.2363625466823578,-0.6707969307899475,0.9999937415122986,0.3866304159164428,0.2641043066978454,0.079199306666851,0.9996671676635742,0.5986499190330505,0.3840614557266235,-0.67169588804245,0.9969536066055298,0.3762467801570892,0.4015745818614959,0.2855636179447174,0.3916800022125244,0.5408727526664734,0.5119158625602722,-0.6377533078193665,0.9890422821044922,0.3357202708721161,0.5032932758331299,0.1567514389753341,0.5485235452651978,0.5347728133201599,0.5488927364349365,-0.698129415512085,0.9799173474311828,0.3267059624195099,0.5333205461502075,0.1368709355592727,0.490078717470169,0.4973550140857696,0.545417070388794,-0.7427929043769836,0.979388415813446,0.3295774161815643,0.5318852663040161,0.0478187389671802,0.5008956789970398,0.4930531680583954,0.5337249040603638,-0.6441461443901062,0.9690030813217164,0.3372268080711365,0.5237442255020142,0.1127419471740722,0.4986260831356048,0.572562575340271,0.5096924901008606,-0.2250438183546066,0.9997883439064026,0.4294711351394653,0.5128739476203918,0.2251367270946502,0.999265730381012,0.5887585878372192,0.6836026906967163,-0.3593837916851043,0.9953606724739076,0.4254045486450195,0.6672818660736084,0.5145018100738525,0.9103154540061952,0.6288378834724426,0.8629867434501648,-0.3124359250068664,0.9938621520996094,0.4003244638442993,0.8099524974822998,0.9063116908073424,0.9300139546394348,0.6608338952064514,0.8902249336242676,-0.3286455273628235,0.918845236301422,0.4258642494678497,0.8369137644767761,0.9305919408798218,0.8414905071258545,0.5311704277992249,0.929279327392578,-0.6740232110023499,0.9895029664039612,0.2798896133899688,0.8545622825622559,0.7794603109359741,0.9506510496139526
up,0.3699207305908203,0.1904439628124237,-0.5213183760643005,0.999771535396576,0.3784728944301605,0.1703226715326309,-0.5664342641830444,0.9994978308677672,0.3877707123756408,0.1671482622623443,-0.5665403604507446,0.9996584057807922,0.3986061811447143,0.1636631190776825,-0.5666677951812744,0.9996787309646606,0.3578740358352661,0.1744654178619384,-0.4913684725761413,0.9993866682052612,0.3528074920177459,0.1747755855321884,-0.4913412928581238,0.9992839694023132,0.3487980663776397,0.1748912334442138,-0.4914857447147369,0.999145805835724,0.4442397654056549,0.1591485291719436,-0.590499222278595,0.999759554862976,0.3802992105484009,0.1724428981542587,-0.2382846027612686,0.9984911680221558,0.4073586463928222,0.2033456563949585,-0.5117538571357727,0.9998472332954408,0.3823687434196472,0.2067576646804809,-0.4107559025287628,0.9994924068450928,0.5975526571273804,0.2363808453083038,-0.6663538813591003,0.9999936819076538,0.3866837322711944,0.2641142606735229,0.0811453983187675,0.999657392501831,0.5978342294692993,0.3841392695903778,-0.6679442524909973,0.996886134147644,0.3767814934253692,0.4015254378318786,0.2865698039531708,0.3821374177932739,0.5408502221107483,0.5120547413825989,-0.6352757215499878,0.9887763261795044,0.3357074558734894,0.5037090182304382,0.1610426902770996,0.541580855846405,0.5347481369972229,0.5490673184394836,-0.6960331201553345,0.9795374274253844,0.3269223868846893,0.5335720777511597,0.1423892676830291,0.4843110144138336,0.4973234832286834,0.5455543398857117,-0.7399466633796692,0.9789912700653076,0.3297447860240936,0.5322391390800476,0.0540395863354206,0.4952121078968048,0.4930080473423004,0.5338439345359802,-0.6414480209350586,0.9684465527534484,0.337284654378891,0.5240803360939026,0.1174551546573638,0.4930812418460846,0.5725725293159485,0.5097580552101135,-0.2249549478292465,0.999788224697113,0.4294756054878235,0.5130300521850586,0.2250463515520095,0.9992619752883912,0.5887606143951416,0.6836432218551636,-0.3588365912437439,0.9953598380088806,0.425189346075058,0.6671687364578247,0.513230562210083,0.9111589193344116,0.6289125680923462,0.8629850149154663,-0.3131156265735626,0.9939262866973876,0.4002871513366699,0.8098543286323547,0.9028151035308838,0.9311718344688416,0.6610926389694214,0.8901432156562805,-0.329407274723053,0.9190515279769896,0.4258066117763519,0.8368534445762634,0.9269919991493224,0.8436933755874634,0.5311205387115479,0.9292867183685304,-0.6727520227432251,0.9896153211593628,0.2798844277858734,0.8545476198196411,0.7764713168144226,0.951464831829071
up,0.3698401749134063,0.1901313513517379,-0.5791116952896118,0.9997513890266418,0.3783669769763946,0.169799655675888,-0.6217916011810303,0.9994553923606871,0.3877148330211639,0.1666013300418853,-0.6218962073326111,0.9996300339698792,0.3985233604907989,0.1631620675325393,-0.6220153570175171,0.9996528029441832,0.3577626347541809,0.1740289032459259,-0.5482679605484009,0.9993338584899902,0.3527027368545532,0.1743235439062118,-0.5482422113418579,0.9992160201072692,0.3486852645874023,0.1744376271963119,-0.5483848452568054,0.9990509748458862,0.4438255727291107,0.1588747948408126,-0.6291893124580383,0.9997462630271912,0.379854679107666,0.1719894409179687,-0.2860840857028961,0.998296558856964,0.4071462452411651,0.2030260562896728,-0.5644999146461487,0.9998357892036438,0.3821674287319183,0.2063725888729095,-0.4656374156475067,0.9994447827339172,0.5965855717658997,0.2368205785751342,-0.692600667476654,0.9999932050704956,0.3868924081325531,0.2641966640949249,0.0486176386475563,0.9996174573898317,0.5960432291030884,0.3855802118778229,-0.6852014064788818,0.996633231639862,0.3788297474384308,0.4015702605247497,0.2603619992733001,0.3522965312004089,0.5406829714775085,0.5132016539573669,-0.6443827152252197,0.9875368475914,0.3362066447734833,0.5046138167381287,0.1348582357168197,0.5166629552841187,0.534623920917511,0.5501004457473755,-0.7025154829025269,0.9776309132575988,0.3285823166370392,0.5343421101570129,0.1161953955888748,0.4634107649326324,0.497118204832077,0.5464851260185242,-0.74993896484375,0.9770451188087464,0.3308320939540863,0.533202052116394,0.0271213483065366,0.4744346439838409,0.4929311573505401,0.5345883965492249,-0.6518224477767944,0.9657961130142212,0.3379024267196655,0.525073766708374,0.0907468050718307,0.473217248916626,0.5725805759429932,0.5099084377288818,-0.2246879786252975,0.9997802376747132,0.4294864535331726,0.5136657953262329,0.224768728017807,0.9992228746414183,0.5888318419456482,0.6836219429969788,-0.3555437326431274,0.995242953300476,0.4241799414157867,0.6668732762336731,0.5146971344947815,0.9128069281578064,0.6290351748466492,0.862944483757019,-0.3018555343151092,0.9940471649169922,0.4002062380313873,0.8095518946647644,0.9093164205551147,0.934077799320221,0.6617904305458069,0.8899270296096802,-0.3177748620510101,0.9192885160446168,0.4255947768688202,0.8366425633430481,0.9336959719657898,0.8498578071594238,0.5304262042045593,0.9293146133422852,-0.6601579189300537,0.9898234605789183,0.2799046635627746,0.8545732498168945,0.7838504314422607,0.9534998536109924
up,0.3698655068874359,0.1900210976600647,-0.5839259624481201,0.999748945236206,0.3783742487430572,0.1695031970739364,-0.6249740123748779,0.9994502663612366,0.3877518475055694,0.1662878394126892,-0.625089704990387,0.999626636505127,0.3985487222671509,0.1628723293542862,-0.6252146363258362,0.9996501803398132,0.3577536642551422,0.1738057881593704,-0.5517596006393433,0.9993261694908142,0.3526811301708221,0.1741080582141876,-0.5517221093177795,0.9992038011550904,0.3486471176147461,0.1742366701364517,-0.5518575310707092,0.9990307092666626,0.443726122379303,0.1587279886007309,-0.6262295246124268,0.9997461438179016,0.3793880045413971,0.1718689650297165,-0.2840963900089264,0.998249888420105,0.4071378707885742,0.2029226571321487,-0.5668536424636841,0.9998355507850648,0.3821456730365753,0.2062657177448272,-0.4684033095836639,0.9994398951530457,0.5956267714500427,0.2369428128004074,-0.6899906992912292,0.9999932050704956,0.3868069350719452,0.2643332481384277,0.0541316047310829,0.9996052384376526,0.5960769057273865,0.3859325051307678,-0.6835553050041199,0.9966149926185608,0.3791322708129883,0.4017188847064972,0.2632485628128052,0.3439570367336273,0.5406990051269531,0.5133067965507507,-0.6484445333480835,0.9874733686447144,0.3362094461917877,0.5049819946289062,0.1382403522729873,0.5111943483352661,0.5347405672073364,0.5502279996871948,-0.7086583375930786,0.9775267243385316,0.3286084234714508,0.5348060131072998,0.118986114859581,0.459174782037735,0.4973388314247131,0.5466381907463074,-0.757337212562561,0.9769484996795654,0.3308465182781219,0.5336534380912781,0.0284493286162614,0.4701771438121795,0.4930563271045685,0.5347784161567688,-0.6563681960105896,0.9656574726104736,0.3379063606262207,0.5255100131034851,0.0936343595385551,0.4689809083938598,0.5724704265594482,0.5100541114807129,-0.2247174084186554,0.9997801780700684,0.4294723570346832,0.5139204859733582,0.2247991859912872,0.9992148876190186,0.5889623761177063,0.6836687326431274,-0.3557802438735962,0.9952275156974792,0.4238872826099396,0.666864275932312,0.5188657641410828,0.9137198328971864,0.6290460824966431,0.8629451990127563,-0.302207350730896,0.9941035509109496,0.4001885950565338,0.8095360398292542,0.9246454834938048,0.9350536465644836,0.6618946194648743,0.8899199962615967,-0.3182662427425384,0.9197362065315248,0.42558553814888,0.8366377353668213,0.9497931599617004,0.851982593536377,0.530200719833374,0.929325520992279,-0.6620535254478455,0.989916443824768,0.2799437940120697,0.8546649217605591,0.7961029410362244,0.954149842262268
up,0.3654532730579376,0.1856968849897384,-0.4685772955417633,0.999753713607788,0.3755837380886078,0.1649142801761627,-0.5206589698791504,0.9994660019874572,0.3849132359027862,0.1621575802564621,-0.5207606554031372,0.9996368885040284,0.3954263627529144,0.1590215265750885,-0.5208760499954224,0.9996614456176758,0.3550065457820892,0.1684826910495758,-0.4443914592266083,0.999347984790802,0.3505355417728424,0.168803796172142,-0.4443879723548889,0.9992297291755676,0.3469438850879669,0.1691550612449646,-0.4445551633834839,0.9990549087524414,0.4407908022403717,0.1560055017471313,-0.5451421737670898,0.99975848197937,0.3766206800937652,0.1684260666370391,-0.2000351697206497,0.9983017444610596,0.4019419550895691,0.1999244093894958,-0.468617707490921,0.999844491481781,0.3768917918205261,0.2017791718244552,-0.3640813529491424,0.999460995197296,0.5942789912223816,0.2390197515487671,-0.6318990588188171,0.9999935030937196,0.3845492303371429,0.2646028101444244,0.1071096956729888,0.999585211277008,0.622625470161438,0.3871894478797912,-0.6459251642227173,0.9967477321624756,0.3790122270584106,0.4019283652305603,0.3109863400459289,0.3276082277297973,0.5411773324012756,0.5130327939987183,-0.610444188117981,0.9881861805915833,0.3352427780628204,0.5057870149612427,0.1895473152399063,0.5086126923561096,0.5350521206855774,0.5497374534606934,-0.6678592562675476,0.9787015318870544,0.326295256614685,0.5368291735649109,0.1664126217365265,0.4597421586513519,0.4980975389480591,0.5451921820640564,-0.7073203325271606,0.9781209230422974,0.3289211690425873,0.5348047614097595,0.0811796858906745,0.4708101451396942,0.4936159253120422,0.5339696407318115,-0.6138466596603394,0.9673738479614258,0.33652263879776,0.5261691212654114,0.1465148776769638,0.4696290493011474,0.5701361298561096,0.5132443308830261,-0.2214323729276657,0.9997886419296264,0.4283100664615631,0.517941951751709,0.2215209156274795,0.9992169141769408,0.5876882076263428,0.683917760848999,-0.3561798632144928,0.9953102469444276,0.4219975173473358,0.6668566465377808,0.5210848450660706,0.9154087901115416,0.6290726065635681,0.8631873726844788,-0.3139015734195709,0.994113028049469,0.3993422389030456,0.8095057010650635,0.9256735444068908,0.9352341294288636,0.662062406539917,0.8899685740470886,-0.3310617208480835,0.9179909825325012,0.4251895546913147,0.8365519642829895,0.9514325857162476,0.852578341960907,0.5296975374221802,0.9296609163284302,-0.6674383878707886,0.9897344708442688,0.2800585925579071,0.8549250364303589,0.8188034892082214,0.9540730118751526
up,0.3629907071590423,0.1819328814744949,-0.4805719256401062,0.999763548374176,0.3745394051074981,0.1614407747983932,-0.5233752131462097,0.9994888305664062,0.3839804530143738,0.1589585989713668,-0.523492693901062,0.9996526837348938,0.3942888975143432,0.1563006192445755,-0.5236272215843201,0.9996764063835144,0.3541261255741119,0.164810374379158,-0.4489254951477051,0.9993758797645568,0.3498898148536682,0.1651340126991272,-0.4488615095615387,0.999262511730194,0.346475601196289,0.1653276979923248,-0.4489849209785461,0.9990900754928588,0.439225822687149,0.1544297486543655,-0.5402200222015381,0.9997706413269044,0.3760459721088409,0.1657327562570572,-0.1971147209405899,0.9983693957328796,0.3981028497219085,0.1967196762561798,-0.4751838743686676,0.99985271692276,0.3738165199756622,0.197941854596138,-0.3739500045776367,0.9994866251945496,0.5917266011238098,0.2392712384462356,-0.6278988122940063,0.9999936819076538,0.3824045360088348,0.2646114528179168,0.1089685261249542,0.9995797276496888,0.6326340436935425,0.3866654634475708,-0.6428874731063843,0.9968485832214355,0.378884494304657,0.4017547965049743,0.3135702908039093,0.3194357454776764,0.5418403148651123,0.5127014517784119,-0.6037680506706238,0.9885092973709106,0.3352542817592621,0.5051663517951965,0.1874203234910965,0.5032033324241638,0.5351834893226624,0.5492026209831238,-0.6618034243583679,0.9791832566261292,0.3263002336025238,0.536771297454834,0.1628021746873855,0.4566183686256408,0.4982185363769531,0.5442604422569275,-0.7005064487457275,0.9786051511764526,0.3289376497268677,0.5346581935882568,0.0774742662906646,0.4675058424472809,0.4940560758113861,0.5333459377288818,-0.6064069867134094,0.9680930376052856,0.3365674018859863,0.5257968902587891,0.1447818875312805,0.4660336971282959,0.569149374961853,0.5133851766586304,-0.2176053822040558,0.9997962713241576,0.4269525408744812,0.5179620385169983,0.2177502214908599,0.9992319345474244,0.5871236324310303,0.6830834150314331,-0.3601193726062774,0.995373785495758,0.4216461479663849,0.6662371158599854,0.52078777551651,0.9172345995903016,0.6290398836135864,0.8632920980453491,-0.3279776871204376,0.9941664338111876,0.3993260562419891,0.8095821142196655,0.9261146187782288,0.9360603094100952,0.6619120240211487,0.8899390697479248,-0.346603125333786,0.917782723903656,0.4251432716846466,0.836572527885437,0.951522707939148,0.8534397482872009,0.5300605893135071,0.9296694397926332,-0.6860628724098206,0.9897355437278748,0.2804246842861175,0.8549496531486511,0.8171428442001343,0.954249143600464
up,0.3622151911258697,0.1805752068758011,-0.5141811966896057,0.9997761249542236,0.3742662966251373,0.1599129140377044,-0.5445826053619385,0.999517261981964,0.3838070034980774,0.1574130356311798,-0.544703483581543,0.9996718168258668,0.3940947949886322,0.1548310965299606,-0.5448470711708069,0.9996944069862366,0.3536883890628814,0.1634843796491623,-0.4733175635337829,0.9994097352027892,0.3494409322738647,0.1639142781496048,-0.4731826484203338,0.9993017315864564,0.3460425138473511,0.16415436565876,-0.4732300639152527,0.9991342425346376,0.438835084438324,0.1530779600143432,-0.5475294589996338,0.9997843503952026,0.375224232673645,0.1646567434072494,-0.1985815316438675,0.9984476566314696,0.3971244096755981,0.1953492015600204,-0.4983713328838348,0.999862253665924,0.3728604912757873,0.1967531442642212,-0.4020514190196991,0.9995174407958984,0.58881014585495,0.2392763495445251,-0.6285061240196228,0.999993860721588,0.3801270127296448,0.2646195292472839,0.1064019873738288,0.9995745420455932,0.6416836380958557,0.3849393427371979,-0.6360918283462524,0.9969881176948548,0.3777722120285034,0.3996174037456512,0.3125429153442383,0.3134085237979889,0.5435925126075745,0.5112699866294861,-0.6046983599662781,0.9889193177223206,0.3353500366210937,0.5007314682006836,0.1679337918758392,0.4995724856853485,0.5360991954803467,0.5471773147583008,-0.6642060875892639,0.979762613773346,0.3266233801841736,0.5335023403167725,0.1373975574970245,0.4548318088054657,0.4993629455566406,0.5414226651191711,-0.7039270997047424,0.9792026281356812,0.3295583426952362,0.5307629704475403,0.0519689209759235,0.4653902053833008,0.4959006309509277,0.531010091304779,-0.6077511310577393,0.9689677953720092,0.3369239568710327,0.5208300352096558,0.1250124126672744,0.4633558690547943,0.5678136944770813,0.5134204030036926,-0.2152738571166992,0.9998034238815308,0.4257033467292785,0.5179099440574646,0.2154315114021301,0.9992464780807496,0.5867823362350464,0.6826213002204895,-0.3536357879638672,0.9954107999801636,0.4214830100536346,0.665539026260376,0.5203038454055786,0.9194765686988832,0.6290447115898132,0.8633169531822205,-0.3034659624099731,0.9942378401756288,0.3993336856365204,0.8095824718475342,0.9279034733772278,0.9375582337379456,0.6618713140487671,0.8898758292198181,-0.3204556703567505,0.9184361100196838,0.4251383543014526,0.8365653157234192,0.9533833265304564,0.8557930588722229,0.5308005213737488,0.9297026991844176,-0.665912389755249,0.9897841811180116,0.2804473638534546,0.8549469113349915,0.8132572174072266,0.9549193978309632
up,0.3608394861221313,0.1786003112792968,-0.4969957768917084,0.9998056888580322,0.3736907839775085,0.158253401517868,-0.5235224962234497,0.9995822310447692,0.3833374679088592,0.1559236794710159,-0.5236116647720337,0.9997152090072632,0.3935198187828064,0.1534765660762787,-0.5237072110176086,0.9997349381446838,0.3528065681457519,0.161682441830635,-0.4549529254436493,0.9994892477989196,0.3482998311519623,0.1621597111225128,-0.4548278152942657,0.999394953250885,0.3447045087814331,0.1623302549123764,-0.4548666775226593,0.9992461800575256,0.4377464950084686,0.1515922546386718,-0.5100617408752441,0.9998130202293396,0.3732376396656036,0.1626139432191848,-0.1897929012775421,0.9986494779586792,0.3947433233261108,0.1929124295711517,-0.4799389243125915,0.9998822808265686,0.3705930113792419,0.1942391246557235,-0.3879110217094421,0.9995864033699036,0.5823800563812256,0.2391282320022583,-0.5899299383163452,0.9999943375587464,0.3731403350830078,0.2644495964050293,0.1154212430119514,0.9995933175086976,0.6484918594360352,0.3787986040115356,-0.6058842539787292,0.99727600812912,0.3482824265956878,0.390692263841629,0.315098375082016,0.3203983604907989,0.5466141104698181,0.503677487373352,-0.5976086258888245,0.9899819493293762,0.3288735151290893,0.4892553687095642,0.1556961089372635,0.5131574869155884,0.5377470254898071,0.5402424335479736,-0.6638987064361572,0.981429934501648,0.3211886286735534,0.5201645493507385,0.124283455312252,0.468682199716568,0.5006296038627625,0.5326882600784302,-0.6996107697486877,0.9809134006500244,0.3282676637172699,0.5166571736335754,0.0440995916724205,0.4782969653606415,0.4973271489143371,0.5229805707931519,-0.6019271016120911,0.9714576005935668,0.335442841053009,0.5071328282356262,0.1155847087502479,0.474913477897644,0.5644969940185547,0.5131798386573792,-0.2118865549564361,0.9998183250427246,0.4248555302619934,0.51636803150177,0.2119972705841064,0.9992892742156982,0.5850339531898499,0.681215226650238,-0.346890240907669,0.9955210089683532,0.4214343428611755,0.6645694375038147,0.4987130463123321,0.9237682819366456,0.6289108395576477,0.8635854721069336,-0.295621782541275,0.9944390654563904,0.3995644152164459,0.8095837235450745,0.895548403263092,0.9405050873756408,0.6613720059394836,0.8899602293968201,-0.3131308555603027,0.9204991459846495,0.4251900315284729,0.8364508748054504,0.918960452079773,0.8598560690879822,0.531614363193512,0.9301049709320068,-0.6532022356987,0.9899927377700806,0.2807587683200836,0.8549089431762695,0.7758685350418091,0.956383466720581
